time(UTC),T2m ,RH ,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20080114:0100,21.59,79.95,0.0,-0.0,0.0,350.65,2.97,10.0,101275.0
20080114:0200,20.76,83.8,0.0,-0.0,0.0,344.6,2.83,4.0,101315.0
20080114:0300,20.02,86.9,0.0,-0.0,0.0,335.6,2.69,357.0,101295.0
20080114:0400,19.41,88.7,0.0,-0.0,0.0,328.6,2.69,351.0,101285.0
20080114:0500,18.92,89.35,0.0,-0.0,0.0,323.8,2.62,345.0,101305.0
20080114:0600,18.51,89.25,0.0,-0.0,0.0,322.2,2.69,342.0,101285.0
20080114:0700,18.39,86.75,0.0,-0.0,0.0,317.8,2.83,344.0,101225.0
20080114:0800,18.07,85.3,0.0,-0.0,0.0,316.4,2.83,343.0,101215.0
20080114:0900,17.73,83.45,0.0,-0.0,0.0,315.4,2.83,343.0,101205.0
20080114:1000,17.44,81.4,0.0,-0.0,0.0,315.0,2.83,342.0,101235.0
20080114:1100,17.23,79.6,0.0,-0.0,0.0,314.2,2.9,341.0,101275.0
20080114:1200,17.54,78.0,112.0,419.93,47.0,323.6,2.83,341.0,101365.0
20080114:1300,19.76,73.4,336.0,718.61,75.0,318.8,2.62,344.0,101394.0
20080114:1400,22.38,68.95,543.0,840.46,90.0,326.4,3.1,356.0,101434.0
20080114:1500,23.93,65.0,703.0,901.27,99.0,334.4,3.03,9.0,101404.0
20080114:1600,25.23,58.7,799.0,929.4,104.0,340.0,2.69,18.0,101335.0
20080114:1700,26.21,54.1,822.0,935.31,105.0,347.2,2.41,25.0,101255.0
20080114:1800,26.84,51.0,771.0,921.04,103.0,352.0,2.34,34.0,101125.0
20080114:1900,27.42,47.8,650.0,884.08,96.0,353.6,2.14,44.0,101056.0
20080114:2000,27.24,47.9,471.0,808.5,85.0,352.0,2.28,39.0,100996.0
20080114:2100,26.55,52.9,255.0,660.16,65.0,351.6,2.21,34.0,101016.0
20080114:2200,25.02,60.8,0.0,0.0,0.0,349.0,2.21,21.0,101026.0
20080114:2300,23.25,68.6,0.0,-0.0,0.0,350.8,2.62,12.0,101066.0
20080115:0000,22.06,75.45,0.0,-0.0,0.0,345.6,3.1,13.0,101145.0
20080115:0100,21.1,82.45,0.0,-0.0,0.0,344.05,3.17,11.0,101215.0
20080115:0200,20.3,87.0,0.0,-0.0,0.0,339.8,3.03,6.0,101285.0
20080115:0300,19.73,89.05,0.0,-0.0,0.0,337.0,2.97,359.0,101285.0
20080115:0400,19.28,89.75,0.0,-0.0,0.0,332.6,2.9,353.0,101275.0
20080115:0500,18.91,90.35,0.0,-0.0,0.0,329.6,2.76,348.0,101285.0
20080115:0600,18.61,90.9,0.0,-0.0,0.0,328.4,2.69,345.0,101235.0
20080115:0700,18.7,90.9,0.0,-0.0,0.0,329.6,2.97,348.0,101195.0
20080115:0800,18.59,90.8,0.0,-0.0,0.0,333.0,3.03,346.0,101155.0
20080115:0900,18.48,90.8,0.0,-0.0,0.0,331.4,3.1,345.0,101165.0
20080115:1000,18.37,90.35,0.0,-0.0,0.0,331.0,3.1,343.0,101145.0
20080115:1100,18.33,88.9,0.0,-0.0,0.0,334.0,3.03,341.0,101195.0
20080115:1200,18.69,86.25,112.0,420.05,47.0,329.8,3.03,340.0,101255.0
20080115:1300,20.82,77.95,337.0,720.64,75.0,333.0,2.9,343.0,101295.0
20080115:1400,22.8,69.3,545.0,842.91,90.0,336.6,3.38,358.0,101365.0
20080115:1500,24.04,63.25,704.0,901.06,99.0,338.8,3.45,21.0,101325.0
20080115:1600,25.11,58.0,801.0,929.96,104.0,347.6,3.17,33.0,101285.0
20080115:1700,25.88,55.3,824.0,935.38,105.0,355.2,2.9,40.0,101185.0
20080115:1800,26.52,53.1,774.0,922.15,103.0,350.6,2.69,45.0,101076.0
20080115:1900,26.86,50.05,653.0,883.63,97.0,360.6,2.55,54.0,100986.0
20080115:2000,26.78,50.05,474.0,810.24,85.0,354.6,2.34,53.0,100966.0
20080115:2100,26.17,52.7,259.0,667.92,65.0,351.8,2.14,48.0,100956.0
20080115:2200,24.8,59.5,0.0,0.0,0.0,349.6,1.79,28.0,100976.0
20080115:2300,22.94,66.8,0.0,-0.0,0.0,345.2,2.21,8.0,101036.0
20080116:0000,21.76,71.65,0.0,-0.0,0.0,343.4,2.62,2.0,101076.0
20080116:0100,21.04,74.85,0.0,-0.0,0.0,344.85,2.76,2.0,101175.0
20080116:0200,20.39,77.9,0.0,-0.0,0.0,342.6,2.48,357.0,101195.0
20080116:0300,19.79,80.2,0.0,-0.0,0.0,338.4,2.34,348.0,101245.0
20080116:0400,19.42,80.85,0.0,-0.0,0.0,342.4,2.34,341.0,101215.0
20080116:0500,19.17,80.3,0.0,-0.0,0.0,342.4,2.48,338.0,101175.0
20080116:0600,18.84,80.0,0.0,-0.0,0.0,333.4,2.55,336.0,101135.0
20080116:0700,19.13,78.55,0.0,-0.0,0.0,336.2,2.55,338.0,101106.0
20080116:0800,18.9,78.35,0.0,-0.0,0.0,335.8,2.55,338.0,101096.0
20080116:0900,18.62,79.1,0.0,-0.0,0.0,332.8,2.55,337.0,101125.0
20080116:1000,18.53,79.65,0.0,-0.0,0.0,340.2,2.48,336.0,101155.0
20080116:1100,18.35,81.45,0.0,-0.0,0.0,339.6,2.34,333.0,101175.0
20080116:1200,18.65,82.8,112.0,419.97,47.0,341.2,2.14,334.0,101275.0
20080116:1300,21.11,77.2,336.0,717.02,75.0,337.8,1.93,341.0,101325.0
20080116:1400,23.24,70.15,543.0,837.82,90.0,349.6,2.41,9.0,101394.0
20080116:1500,24.25,64.1,480.0,228.9,326.0,346.6,2.48,29.0,101365.0
20080116:1600,25.31,57.05,800.0,926.44,104.0,359.0,2.48,36.0,101315.0
20080116:1700,26.16,51.8,823.0,931.48,105.0,354.0,2.41,36.0,101235.0
20080116:1800,26.85,47.85,772.0,916.34,103.0,350.0,2.41,34.0,101135.0
20080116:1900,27.25,46.25,651.0,878.37,96.0,357.6,2.21,37.0,101066.0
20080116:2000,27.25,45.5,473.0,803.62,85.0,352.6,2.21,35.0,101026.0
20080116:2100,26.67,49.55,259.0,661.83,65.0,355.0,2.0,25.0,101046.0
20080116:2200,25.34,56.45,76.0,316.98,52.0,352.4,1.93,1.0,101096.0
20080116:2300,23.48,63.6,0.0,-0.0,0.0,347.6,2.48,354.0,101135.0
20080117:0000,22.38,68.35,0.0,-0.0,0.0,347.6,2.97,2.0,101175.0
20080117:0100,21.51,74.3,0.0,-0.0,0.0,345.85,3.1,6.0,101245.0
20080117:0200,20.72,80.8,0.0,-0.0,0.0,344.2,2.83,2.0,101295.0
20080117:0300,20.15,85.2,0.0,-0.0,0.0,345.4,2.48,355.0,101335.0
20080117:0400,19.83,86.0,0.0,-0.0,0.0,349.0,2.48,348.0,101305.0
20080117:0500,19.63,85.85,0.0,-0.0,0.0,350.0,2.48,343.0,101275.0
20080117:0600,19.65,85.25,0.0,-0.0,0.0,362.0,2.48,342.0,101235.0
20080117:0700,20.02,84.95,0.0,-0.0,0.0,365.4,2.62,346.0,101215.0
20080117:0800,20.04,85.45,0.0,-0.0,0.0,369.4,2.55,352.0,101195.0
20080117:0900,20.01,86.2,0.0,-0.0,0.0,381.2,2.41,353.0,101245.0
20080117:1000,19.94,86.75,0.0,-0.0,0.0,383.2,2.48,349.0,101255.0
20080117:1100,20.15,87.5,0.0,-0.0,0.0,400.65,2.41,352.0,101325.0
20080117:1200,20.31,89.45,52.0,12.91,50.0,395.45,2.41,348.0,101394.0
20080117:1300,21.77,85.45,194.0,109.73,154.0,391.05,2.62,352.0,101484.0
20080117:1400,23.2,82.45,338.0,158.77,252.0,384.8,3.1,12.0,101524.0
20080117:1500,24.22,79.45,524.0,314.45,312.0,400.85,2.9,22.0,101534.0
20080117:1600,25.46,74.65,466.0,119.5,376.0,400.45,2.83,41.0,101464.0
20080117:1700,26.02,71.35,420.0,69.86,366.0,395.05,3.17,55.0,101384.0
20080117:1800,25.92,70.85,316.0,28.67,295.0,414.25,3.17,57.0,101285.0
20080117:1900,26.49,65.65,240.0,14.18,231.0,391.25,3.72,56.0,101245.0
20080117:2000,26.33,65.55,267.0,105.04,216.0,396.45,3.59,53.0,101225.0
20080117:2100,25.56,69.45,149.0,87.89,123.0,395.05,2.97,45.0,101265.0
20080117:2200,24.63,74.4,72.0,0.0,72.0,392.45,2.48,22.0,101285.0
20080117:2300,23.31,80.55,0.0,-0.0,0.0,378.8,2.34,8.0,101345.0
20080118:0000,22.71,83.45,0.0,-0.0,0.0,385.4,2.34,2.0,101394.0
20080118:0100,22.24,85.35,0.0,-0.0,0.0,382.85,2.41,359.0,101424.0
20080118:0200,21.82,86.95,0.0,-0.0,0.0,378.6,2.48,354.0,101504.0
20080118:0300,21.65,87.4,0.0,-0.0,0.0,384.2,2.62,344.0,101524.0
20080118:0400,21.43,87.85,0.0,-0.0,0.0,379.6,2.69,337.0,101504.0
20080118:0500,21.16,88.65,0.0,-0.0,0.0,373.6,2.69,335.0,101464.0
20080118:0600,21.0,89.0,0.0,-0.0,0.0,377.6,2.62,336.0,101424.0
20080118:0700,21.13,88.0,0.0,-0.0,0.0,387.0,2.62,342.0,101355.0
20080118:0800,20.89,88.8,0.0,-0.0,0.0,377.0,2.55,344.0,101345.0
20080118:0900,20.75,89.4,0.0,-0.0,0.0,379.4,2.55,347.0,101355.0
20080118:1000,20.6,90.45,0.0,-0.0,0.0,383.0,2.41,354.0,101384.0
20080118:1100,20.41,92.45,0.0,-0.0,0.0,384.6,2.41,351.0,101424.0
20080118:1200,20.78,92.0,108.0,399.83,46.0,393.25,2.34,346.0,101504.0
20080118:1300,22.15,88.15,327.0,692.9,74.0,373.8,2.41,347.0,101574.0
20080118:1400,23.85,81.0,532.0,816.28,89.0,381.6,2.62,17.0,101634.0
20080118:1500,25.36,74.8,691.0,876.14,99.0,379.2,2.76,49.0,101643.0
20080118:1600,26.22,70.15,787.0,905.94,103.0,388.2,2.97,65.0,101584.0
20080118:1700,27.02,65.05,343.0,30.96,319.0,397.05,3.17,79.0,101504.0
20080118:1800,27.62,61.8,559.0,277.51,355.0,383.2,3.17,88.0,101414.0
20080118:1900,27.77,59.45,271.0,26.68,254.0,391.0,3.31,76.0,101325.0
20080118:2000,27.15,61.85,168.0,2.05,167.0,395.25,3.31,74.0,101295.0
20080118:2100,26.32,65.4,83.0,0.0,83.0,412.25,3.03,66.0,101345.0
20080118:2200,25.03,72.05,70.0,260.01,49.0,411.05,2.55,53.0,101375.0
20080118:2300,24.41,75.5,0.0,-0.0,0.0,416.05,2.21,28.0,101424.0
20080119:0000,23.86,78.55,0.0,-0.0,0.0,413.45,2.41,24.0,101444.0
20080119:0100,23.44,80.55,0.0,-0.0,0.0,411.65,2.34,24.0,101494.0
20080119:0200,23.09,82.0,0.0,-0.0,0.0,409.05,2.28,17.0,101544.0
20080119:0300,22.51,84.2,0.0,-0.0,0.0,396.65,2.21,16.0,101534.0
20080119:0400,22.1,86.15,0.0,-0.0,0.0,395.8,2.14,13.0,101514.0
20080119:0500,21.63,88.8,0.0,-0.0,0.0,384.2,2.07,8.0,101484.0
20080119:0600,21.43,90.25,0.0,-0.0,0.0,387.8,2.14,3.0,101434.0
20080119:0700,21.44,92.95,0.0,-0.0,0.0,391.6,2.21,358.0,101375.0
20080119:0800,21.15,93.7,0.0,-0.0,0.0,381.8,2.28,355.0,101355.0
20080119:0900,20.93,94.15,0.0,-0.0,0.0,376.4,2.34,355.0,101355.0
20080119:1000,20.75,94.4,0.0,-0.0,0.0,375.0,2.28,356.0,101394.0
20080119:1100,20.76,94.45,0.0,-0.0,0.0,386.4,2.14,356.0,101414.0
20080119:1200,20.82,94.5,110.0,412.03,46.0,374.4,2.07,354.0,101474.0
20080119:1300,22.55,89.4,334.0,708.01,75.0,377.2,2.21,7.0,101544.0
20080119:1400,24.08,82.0,542.0,831.14,90.0,372.8,2.9,41.0,101604.0
20080119:1500,25.27,74.85,704.0,891.83,100.0,394.25,3.1,62.0,101594.0
20080119:1600,26.31,68.45,803.0,922.07,105.0,385.6,3.17,73.0,101544.0
20080119:1700,27.05,63.8,828.0,928.49,106.0,386.6,2.69,79.0,101464.0
20080119:1800,27.87,58.7,779.0,915.02,104.0,377.0,2.62,87.0,101365.0
20080119:1900,28.07,54.55,660.0,879.73,97.0,378.0,2.69,89.0,101275.0
20080119:2000,27.83,53.8,483.0,808.38,86.0,370.2,2.48,94.0,101195.0
20080119:2100,27.21,57.2,267.0,663.93,67.0,368.0,1.93,101.0,101235.0
20080119:2200,25.86,72.6,73.0,276.1,50.0,371.4,0.9,117.0,101235.0
20080119:2300,25.52,65.75,0.0,-0.0,0.0,363.2,0.48,40.0,101245.0
20080120:0000,22.62,81.65,0.0,-0.0,0.0,362.4,1.72,12.0,101295.0
20080120:0100,22.02,82.55,0.0,-0.0,0.0,354.65,2.28,29.0,101345.0
20080120:0200,21.59,86.15,0.0,-0.0,0.0,353.6,2.34,32.0,101414.0
20080120:0300,21.08,90.4,0.0,-0.0,0.0,355.0,2.07,23.0,101404.0
20080120:0400,20.57,93.1,0.0,-0.0,0.0,357.0,1.93,12.0,101375.0
20080120:0500,20.12,95.2,0.0,-0.0,0.0,365.2,1.79,9.0,101345.0
20080120:0600,20.48,94.55,0.0,-0.0,0.0,391.45,1.66,10.0,101275.0
20080120:0700,20.34,94.8,0.0,-0.0,0.0,377.8,1.59,354.0,101215.0
20080120:0800,20.16,94.6,0.0,-0.0,0.0,377.4,1.59,350.0,101205.0
20080120:0900,19.91,94.3,0.0,-0.0,0.0,371.4,1.59,349.0,101205.0
20080120:1000,19.49,94.45,0.0,-0.0,0.0,364.6,1.59,347.0,101245.0
20080120:1100,19.44,93.7,0.0,-0.0,0.0,371.2,1.72,341.0,101325.0
20080120:1200,19.97,92.05,109.0,404.7,46.0,367.8,1.72,340.0,101384.0
20080120:1300,22.77,84.6,210.0,150.04,155.0,375.4,1.59,355.0,101484.0
20080120:1400,24.6,78.55,532.0,810.96,90.0,381.6,1.72,28.0,101544.0
20080120:1500,25.43,77.05,398.0,111.95,322.0,388.8,1.45,49.0,101544.0
20080120:1600,26.31,74.5,786.0,898.51,104.0,390.8,1.45,75.0,101494.0
20080120:1700,26.48,74.35,810.0,903.86,105.0,405.65,1.52,95.0,101414.0
20080120:1800,26.77,72.9,467.0,133.73,368.0,406.85,1.52,121.0,101345.0
20080120:1900,27.27,66.4,293.0,37.34,269.0,409.25,1.72,124.0,101275.0
20080120:2000,26.9,68.4,472.0,783.53,85.0,398.85,1.66,124.0,101275.0
20080120:2100,26.21,72.8,101.0,0.0,101.0,396.85,1.45,104.0,101305.0
20080120:2200,24.92,76.95,37.0,0.0,37.0,392.6,2.21,58.0,101305.0
20080120:2300,23.71,81.9,0.0,-0.0,0.0,393.05,2.48,35.0,101375.0
20080121:0000,22.98,85.85,0.0,-0.0,0.0,389.6,2.34,13.0,101454.0
20080121:0100,22.57,87.6,0.0,-0.0,0.0,394.25,2.41,4.0,101494.0
20080121:0200,22.07,89.6,0.0,-0.0,0.0,381.4,2.55,3.0,101574.0
20080121:0300,21.84,90.6,0.0,-0.0,0.0,388.0,2.55,6.0,101574.0
20080121:0400,21.58,91.85,0.0,-0.0,0.0,386.6,2.62,2.0,101544.0
20080121:0500,21.63,91.75,0.0,-0.0,0.0,405.45,2.69,0.0,101554.0
20080121:0600,21.47,92.5,0.0,-0.0,0.0,395.85,2.69,359.0,101514.0
20080121:0700,21.59,91.9,0.0,-0.0,0.0,386.4,2.62,351.0,101464.0
20080121:0800,21.5,91.75,0.0,-0.0,0.0,393.65,2.69,348.0,101474.0
20080121:0900,21.4,91.5,0.0,-0.0,0.0,393.45,2.83,346.0,101464.0
20080121:1000,21.44,91.1,0.0,-0.0,0.0,401.65,2.76,349.0,101484.0
20080121:1100,21.48,90.95,0.0,-0.0,0.0,403.65,2.83,352.0,101524.0
20080121:1200,21.63,90.95,107.0,390.81,46.0,407.85,2.83,355.0,101594.0
20080121:1300,22.52,88.45,325.0,683.16,74.0,409.05,3.03,2.0,101673.0
20080121:1400,23.6,85.8,248.0,40.27,226.0,397.85,3.1,13.0,101713.0
20080121:1500,24.93,80.7,215.0,8.82,209.0,405.05,3.03,28.0,101703.0
20080121:1600,25.5,77.0,311.0,22.33,294.0,420.25,2.97,46.0,101634.0
20080121:1700,25.73,77.55,547.0,190.43,398.0,403.85,3.03,55.0,101544.0
20080121:1800,25.4,77.15,225.0,6.73,220.0,402.05,3.17,43.0,101494.0
20080121:1900,25.18,75.1,467.0,255.59,302.0,408.25,3.59,33.0,101444.0
20080121:2000,25.41,73.1,56.0,0.0,56.0,401.25,4.07,34.0,101365.0
20080121:2100,23.96,80.15,261.0,632.52,67.0,404.25,3.52,34.0,101424.0
20080121:2200,22.96,85.15,69.0,248.92,47.0,404.85,3.03,19.0,101444.0
20080121:2300,22.35,88.95,0.0,-0.0,0.0,413.05,3.03,12.0,101494.0
20080122:0000,22.13,90.45,0.0,-0.0,0.0,418.45,3.1,9.0,101514.0
20080122:0100,21.73,93.65,0.0,-0.0,0.0,414.05,3.24,1.0,101554.0
20080122:0200,21.6,94.25,0.0,-0.0,0.0,413.85,3.24,355.0,101584.0
20080122:0300,21.37,94.9,0.0,-0.0,0.0,412.25,2.9,357.0,101584.0
20080122:0400,21.25,94.4,0.0,-0.0,0.0,408.05,2.83,7.0,101564.0
20080122:0500,21.16,95.45,0.0,-0.0,0.0,408.05,2.62,10.0,101564.0
20080122:0600,21.12,95.7,0.0,-0.0,0.0,409.25,2.48,2.0,101514.0
20080122:0700,21.3,90.6,0.0,-0.0,0.0,389.4,2.9,360.0,101454.0
20080122:0800,21.04,92.25,0.0,-0.0,0.0,396.85,2.97,1.0,101444.0
20080122:0900,20.85,92.75,0.0,-0.0,0.0,400.05,2.97,355.0,101434.0
20080122:1000,20.77,92.75,0.0,-0.0,0.0,396.25,2.97,349.0,101434.0
20080122:1100,20.7,92.75,0.0,-0.0,0.0,395.85,2.76,350.0,101454.0
20080122:1200,20.84,92.9,107.0,389.57,46.0,396.85,2.55,356.0,101494.0
20080122:1300,21.82,90.25,142.0,19.0,135.0,400.05,2.55,355.0,101544.0
20080122:1400,23.07,85.25,530.0,803.4,90.0,391.4,2.76,12.0,101594.0
20080122:1500,24.09,81.2,690.0,866.07,99.0,402.85,2.62,32.0,101604.0
20080122:1600,25.27,77.9,72.0,0.0,72.0,401.25,2.21,35.0,101534.0
20080122:1700,26.53,73.75,520.0,154.16,399.0,402.25,1.72,48.0,101454.0
20080122:1800,26.28,73.0,392.0,63.03,345.0,422.25,2.14,80.0,101375.0
20080122:1900,26.81,65.75,198.0,3.08,196.0,409.45,2.9,87.0,101265.0
20080122:2000,26.69,65.4,284.0,118.09,225.0,402.65,2.41,88.0,101215.0
20080122:2100,26.4,66.4,148.0,67.86,127.0,391.85,2.0,92.0,101205.0
20080122:2200,25.38,75.2,71.0,252.97,48.0,387.6,1.1,106.0,101225.0
20080122:2300,24.48,82.5,0.0,-0.0,0.0,386.8,0.48,93.0,101245.0
20080123:0000,23.08,89.65,0.0,-0.0,0.0,393.0,1.17,18.0,101285.0
20080123:0100,22.79,89.75,0.0,-0.0,0.0,394.65,1.79,12.0,101335.0
20080123:0200,22.25,91.55,0.0,-0.0,0.0,375.0,2.21,11.0,101375.0
20080123:0300,22.0,91.6,0.0,-0.0,0.0,382.0,2.21,8.0,101434.0
20080123:0400,21.72,92.1,0.0,-0.0,0.0,380.4,2.07,359.0,101414.0
20080123:0500,21.5,92.6,0.0,-0.0,0.0,383.2,1.86,346.0,101375.0
20080123:0600,21.25,93.15,0.0,-0.0,0.0,382.0,1.79,339.0,101315.0
20080123:0700,21.26,93.25,0.0,-0.0,0.0,380.2,1.86,350.0,101275.0
20080123:0800,21.06,93.6,0.0,-0.0,0.0,379.2,1.86,346.0,101245.0
20080123:0900,21.03,93.1,0.0,-0.0,0.0,387.2,1.86,339.0,101225.0
20080123:1000,20.79,93.55,0.0,-0.0,0.0,378.6,1.93,337.0,101205.0
20080123:1100,20.57,93.75,0.0,-0.0,0.0,374.0,1.93,338.0,101225.0
20080123:1200,20.75,92.9,111.0,407.24,47.0,368.4,1.72,342.0,101345.0
20080123:1300,22.62,86.2,334.0,698.58,76.0,366.0,1.93,357.0,101394.0
20080123:1400,24.26,77.8,543.0,823.16,91.0,375.2,2.48,41.0,101474.0
20080123:1500,25.43,70.55,704.0,881.27,101.0,374.0,2.55,56.0,101504.0
20080123:1600,26.48,64.1,803.0,910.47,106.0,382.6,2.62,72.0,101434.0
20080123:1700,27.14,59.8,829.0,915.62,108.0,387.6,2.76,88.0,101355.0
20080123:1800,27.29,59.45,234.0,9.35,227.0,379.6,2.76,106.0,101255.0
20080123:1900,27.68,57.35,663.0,866.0,99.0,375.0,2.62,116.0,101185.0
20080123:2000,27.27,61.0,487.0,794.07,88.0,371.0,2.55,122.0,101145.0
20080123:2100,26.49,67.1,273.0,653.4,69.0,370.6,2.28,128.0,101175.0
20080123:2200,25.4,74.2,73.0,267.49,48.0,369.4,1.45,139.0,101215.0
20080123:2300,23.95,86.7,0.0,-0.0,0.0,365.2,0.55,151.0,101225.0
20080124:0000,23.77,82.2,0.0,-0.0,0.0,364.8,0.21,296.0,101295.0
20080124:0100,23.23,83.9,0.0,-0.0,0.0,363.45,0.55,330.0,101325.0
20080124:0200,22.15,87.3,0.0,-0.0,0.0,365.2,0.9,342.0,101355.0
20080124:0300,20.51,92.45,0.0,-0.0,0.0,360.8,1.17,339.0,101384.0
20080124:0400,19.61,94.4,0.0,-0.0,0.0,357.4,1.31,341.0,101375.0
20080124:0500,19.26,94.6,0.0,-0.0,0.0,360.4,1.31,348.0,101335.0
20080124:0600,18.79,95.05,0.0,-0.0,0.0,354.4,1.45,348.0,101285.0
20080124:0700,19.09,94.95,0.0,-0.0,0.0,358.4,1.72,353.0,101245.0
20080124:0800,19.08,95.05,0.0,-0.0,0.0,364.4,1.66,353.0,101205.0
20080124:0900,18.98,94.7,0.0,-0.0,0.0,362.0,1.66,350.0,101195.0
20080124:1000,18.87,94.55,0.0,-0.0,0.0,361.4,1.72,350.0,101215.0
20080124:1100,19.19,93.8,0.0,-0.0,0.0,377.4,1.66,351.0,101275.0
20080124:1200,19.43,93.45,111.0,405.56,47.0,356.0,1.66,348.0,101335.0
20080124:1300,22.51,85.3,334.0,696.56,76.0,365.2,1.72,353.0,101434.0
20080124:1400,24.53,78.3,542.0,817.28,92.0,364.0,2.14,50.0,101484.0
20080124:1500,25.5,71.95,704.0,877.34,102.0,376.2,2.14,72.0,101484.0
20080124:1600,26.63,65.45,804.0,907.76,107.0,377.2,2.21,88.0,101414.0
20080124:1700,27.36,60.8,181.0,3.8,178.0,377.2,2.41,102.0,101345.0
20080124:1800,27.58,59.4,784.0,902.48,106.0,386.0,2.55,112.0,101265.0
20080124:1900,27.69,56.65,666.0,865.22,100.0,388.8,2.69,119.0,101225.0
20080124:2000,27.17,60.25,490.0,793.5,89.0,388.8,2.48,129.0,101175.0
20080124:2100,26.36,65.65,276.0,657.19,69.0,385.2,2.0,139.0,101195.0
20080124:2200,25.44,71.9,74.0,270.85,48.0,393.6,1.38,151.0,101235.0
20080124:2300,23.94,84.2,0.0,-0.0,0.0,371.2,0.83,164.0,101275.0
20080125:0000,24.15,78.05,0.0,-0.0,0.0,367.6,0.14,210.0,101295.0
20080125:0100,23.78,79.1,0.0,-0.0,0.0,373.25,0.41,334.0,101355.0
20080125:0200,22.02,86.5,0.0,-0.0,0.0,370.0,1.1,352.0,101394.0
20080125:0300,20.64,91.55,0.0,-0.0,0.0,366.4,1.31,344.0,101384.0
20080125:0400,19.94,93.5,0.0,-0.0,0.0,363.6,1.31,338.0,101404.0
20080125:0500,19.08,94.7,0.0,-0.0,0.0,348.8,1.31,332.0,101365.0
20080125:0600,18.45,95.3,0.0,-0.0,0.0,346.0,1.38,328.0,101325.0
20080125:0700,18.62,95.5,0.0,-0.0,0.0,344.4,1.45,327.0,101275.0
20080125:0800,18.01,96.55,0.0,-0.0,0.0,341.4,1.52,327.0,101265.0
20080125:0900,17.61,96.9,0.0,-0.0,0.0,342.2,1.52,328.0,101245.0
20080125:1000,17.39,98.1,0.0,-0.0,0.0,355.0,1.38,328.0,101305.0
20080125:1100,17.53,97.1,0.0,-0.0,0.0,357.0,1.52,330.0,101365.0
20080125:1200,18.13,96.25,112.0,403.7,48.0,354.4,1.38,333.0,101434.0
20080125:1300,21.79,87.25,338.0,702.48,77.0,359.6,1.17,345.0,101534.0
20080125:1400,23.94,77.4,550.0,827.63,93.0,371.4,1.45,12.0,101584.0
20080125:1500,25.69,68.8,714.0,887.89,103.0,356.4,1.45,44.0,101544.0
20080125:1600,26.83,63.1,816.0,919.28,108.0,368.6,1.52,74.0,101474.0
20080125:1700,27.68,58.3,844.0,925.99,110.0,365.4,1.72,93.0,101365.0
20080125:1800,27.98,55.7,796.0,913.68,107.0,386.4,1.79,101.0,101275.0
20080125:1900,27.98,53.55,678.0,878.12,101.0,388.0,1.72,72.0,101205.0
20080125:2000,27.61,54.95,499.0,804.72,90.0,395.05,1.66,70.0,101185.0
20080125:2100,27.22,57.95,282.0,664.07,71.0,385.6,1.38,60.0,101185.0
20080125:2200,26.13,68.1,76.0,274.04,49.0,393.25,1.03,26.0,101205.0
20080125:2300,24.87,70.65,0.0,-0.0,0.0,391.85,1.66,12.0,101265.0
20080126:0000,23.8,75.1,0.0,-0.0,0.0,380.4,2.14,11.0,101325.0
20080126:0100,23.24,78.85,0.0,-0.0,0.0,384.25,2.55,13.0,101394.0
20080126:0200,22.54,83.95,0.0,-0.0,0.0,375.2,2.76,10.0,101414.0
20080126:0300,21.78,89.2,0.0,-0.0,0.0,359.0,2.48,5.0,101454.0
20080126:0400,21.03,93.45,0.0,-0.0,0.0,350.4,2.21,359.0,101414.0
20080126:0500,20.59,94.7,0.0,-0.0,0.0,350.2,2.21,354.0,101404.0
20080126:0600,20.26,95.1,0.0,-0.0,0.0,348.0,2.28,350.0,101345.0
20080126:0700,20.55,94.6,0.0,-0.0,0.0,353.0,2.48,348.0,101305.0
20080126:0800,20.45,94.3,0.0,-0.0,0.0,362.2,2.55,345.0,101265.0
20080126:0900,20.31,93.45,0.0,-0.0,0.0,363.8,2.62,344.0,101285.0
20080126:1000,19.92,93.05,0.0,-0.0,0.0,349.8,2.55,342.0,101305.0
20080126:1100,19.57,92.35,0.0,-0.0,0.0,343.0,2.48,340.0,101345.0
20080126:1200,19.79,89.75,116.0,426.76,48.0,342.6,2.34,342.0,101434.0
20080126:1300,21.86,82.6,346.0,724.32,76.0,340.6,2.34,349.0,101484.0
20080126:1400,23.86,74.75,560.0,846.83,91.0,351.8,3.03,17.0,101544.0
20080126:1500,25.05,65.55,727.0,906.99,101.0,357.8,2.83,27.0,101524.0
20080126:1600,26.33,57.5,829.0,935.84,106.0,356.8,2.69,32.0,101424.0
20080126:1700,27.16,51.85,858.0,944.25,107.0,374.2,2.41,40.0,101335.0
20080126:1800,27.86,48.05,809.0,930.05,105.0,362.4,2.21,52.0,101215.0
20080126:1900,27.92,46.75,689.0,893.91,99.0,369.8,2.21,51.0,101155.0
20080126:2000,27.84,46.1,509.0,823.62,88.0,361.2,2.0,57.0,101125.0
20080126:2100,27.25,49.0,290.0,689.54,69.0,365.6,1.79,65.0,101135.0
20080126:2200,25.9,62.2,79.0,306.78,48.0,363.0,1.17,71.0,101195.0
20080126:2300,23.67,74.0,0.0,-0.0,0.0,352.6,1.1,59.0,101215.0
20080127:0000,22.07,78.25,0.0,-0.0,0.0,349.6,1.45,42.0,101295.0
20080127:0100,21.02,81.1,0.0,-0.0,0.0,348.65,2.07,23.0,101355.0
